ensembl_gene	uniprotkb
ENSG00000183918	O60880
ENSG00000198574	O14796
ENSG00000104611	Q9H788
ENSG00000178188	Q9NRF2
ENSG00000160999	O14492
ENSG00000109686	Q5HYK7
ENSG00000141985	Q99961
ENSG00000140600	Q99963
ENSG00000147010	Q96B97
ENSG00000142669	Q9H299
ENSG00000154447	Q7Z6J0
ENSG00000156463	Q8TEC5
ENSG00000035115	Q96HL8
ENSG00000162105	Q9UPX8
ENSG00000148082	Q92529
ENSG00000139146	Q9NP50
ENSG00000105251	Q96IW2
ENSG00000169291	Q5VZ18
ENSG00000130813	Q9NUL5
ENSG00000138606	Q7M4L6
ENSG00000168918	Q92835
ENSG00000160410	Q8TBC3
ENSG00000182183	Q6UWV7
ENSG00000097033	Q9Y371
ENSG00000148341	Q9NR46
ENSG00000171984	Q8IYI0
ENSG00000187164	A0MZ66
ENSG00000185960	O15266
ENSG00000157060	Q9BZQ2
ENSG00000198053	P78324
ENSG00000144736	Q6PI26
ENSG00000179526	Q9H0F6
ENSG00000180730	Q6UWI4
ENSG00000178343	A0PJX4
ENSG00000198892	Q96DD7
ENSG00000164054	Q8N114
ENSG00000188803	Q6ZSJ9
ENSG00000138944	Q3SXP7
ENSG00000116991	Q9P2F8
ENSG00000184005	Q8NDV1
ENSG00000160408	Q969X2
ENSG00000196470	Q8IUQ4
ENSG00000215475	Q8IW03
ENSG00000029559	P21815
ENSG00000144057	Q96JF0
ENSG00000254521	Q96PQ1
ENSG00000179213	Q8N7X8
ENSG00000268500	O15389
ENSG00000105492	O43699
ENSG00000168995	Q9Y286
ENSG00000129450	Q9Y336
ENSG00000052723	Q9BRV8
ENSG00000120725	Q9H173
ENSG00000205670	P58511
ENSG00000163683	Q96QK8
ENSG00000112246	P81133
ENSG00000186577	Q86T20
ENSG00000169375	Q96ST3
ENSG00000101307	O00241
ENSG00000137078	Q9Y3P8
ENSG00000184990	O15304
ENSG00000126778	Q15475
ENSG00000170577	Q9NPC8
ENSG00000154839	Q96BD8
ENSG00000182628	Q8WVK7
ENSG00000165480	Q8IX90
ENSG00000141293	Q86WV1
ENSG00000128944	Q9Y448
ENSG00000204351	Q15477
ENSG00000140395	Q9GZS3
ENSG00000136603	P12757
ENSG00000113558	P63208
ENSG00000120549	Q5T5P2
ENSG00000198689	Q92581
ENSG00000197818	Q9Y2E8
ENSG00000164038	Q86UD5
ENSG00000162739	Q96DU3
ENSG00000158714	Q9P0V8
ENSG00000139737	Q8ND83
ENSG00000155926	Q13239
ENSG00000101082	Q9H6Q3
ENSG00000147536	Q9BRT9
ENSG00000119906	Q8IX21
ENSG00000178235	Q96PX8
ENSG00000165300	O94991
ENSG00000119705	Q9GZT3
ENSG00000187122	O75093
ENSG00000124107	P03973
ENSG00000137776	Q9NWH9
ENSG00000164609	O95391
ENSG00000188827	Q8IY92
ENSG00000160256	Q9NSI2
ENSG00000170365	Q15797
ENSG00000175387	Q15796
ENSG00000166949	P84022
ENSG00000141646	Q13485
ENSG00000113658	Q99717
ENSG00000120693	O15198
ENSG00000020577	Q9UPU9
ENSG00000179134	Q5PRF9
ENSG00000170545	Q0VAQ4
ENSG00000187699	Q9BSF0
ENSG00000112305	Q8IYB5
ENSG00000084070	Q8WU79
ENSG00000163935	Q9UHJ3
ENSG00000198879	Q5VUG0
ENSG00000072501	Q14683
ENSG00000198887	Q8IY18
ENSG00000073584	Q969G3
ENSG00000214097	Q147U7
ENSG00000179256	A2RU48
ENSG00000166002	Q9NRQ5
ENSG00000176994	Q8TEV9
ENSG00000167088	P62314
ENSG00000125743	P62316
ENSG00000100028	P62318
ENSG00000105771	Q9H0W8
ENSG00000196900	Q6ZNM6
ENSG00000176209	Q96E16
ENSG00000206026	Q3B7S5
ENSG00000235169	B2RUZ4
ENSG00000256235	Q9BZL3
ENSG00000204323	Q71RC9
ENSG00000164123	Q96LM5
ENSG00000153790	Q8N865
ENSG00000165863	Q8WW14
ENSG00000164972	Q8NCR6
ENSG00000172073	Q96LM6
ENSG00000172062	Q16637
ENSG00000205571	Q16637
ENSG00000198732	Q9H4F8
ENSG00000112562	Q9H3U7
ENSG00000109208	Q99954
ENSG00000171201	P02814
ENSG00000173473	Q92922
ENSG00000139613	Q8TAQ2
ENSG00000066117	Q96GM5
ENSG00000164023	Q8NHU3
ENSG00000183963	P53814
ENSG00000122692	Q2TAY7
ENSG00000108854	Q9HAU4
ENSG00000123415	Q53HV7
ENSG00000115593	Q8NB12
ENSG00000143499	Q9NRG4
ENSG00000185420	Q9H7B4
ENSG00000135632	Q6GMV2
ENSG00000125814	Q9H115
ENSG00000124216	O95863
ENSG00000019549	O43623
ENSG00000143553	O95295
ENSG00000129673	Q16613
ENSG00000099956	Q12824
ENSG00000159210	Q96H20
ENSG00000100321	O43759
ENSG00000127561	O43761
ENSG00000163877	Q8TAD8
ENSG00000182600	Q6UX34
ENSG00000092531	O00161
ENSG00000132639	P60880
ENSG00000099940	O95721
ENSG00000143740	Q5SQN1
ENSG00000023608	Q16533
ENSG00000164975	Q92966
ENSG00000174446	O75971
ENSG00000101298	O15079
ENSG00000168566	Q6IEG0
ENSG00000077312	P09012
ENSG00000147481	Q9NSN8
ENSG00000172554	Q9NY99
ENSG00000175467	O43290
ENSG00000100603	Q13573
ENSG00000086300	Q9Y5X0
ENSG00000002919	Q9Y5W9
ENSG00000147164	Q9UMY4
ENSG00000110025	Q9NRS6
ENSG00000115234	Q15036
ENSG00000178996	Q96RF0
ENSG00000028528	Q13596
ENSG00000167208	Q7Z614
ENSG00000124104	Q969T3
ENSG00000157734	Q96L94
ENSG00000064652	Q9Y343
ENSG00000205302	O60749
ENSG00000174226	Q8N9S9
ENSG00000172803	Q86XE0
ENSG00000173548	Q8WV41
ENSG00000112335	O60493
ENSG00000114520	O95219
ENSG00000089006	Q9Y5X3
ENSG00000129515	Q9UNH7
ENSG00000162627	Q9UNH6
ENSG00000106266	Q9Y5X2
ENSG00000176463	Q9UIG8
ENSG00000101187	Q96BD0
ENSG00000167780	O75908
ENSG00000145283	Q3KNW5
ENSG00000185338	O15524
ENSG00000120833	O14508
ENSG00000184557	O14543
ENSG00000180008	Q8WXH5
ENSG00000170677	O14544
ENSG00000274211	O14512
ENSG00000109610	P08294
ENSG00000165643	Q5JUK2
ENSG00000159140	P18583
ENSG00000156395	Q9UPU3
ENSG00000075142	P30626
ENSG00000137642	Q92673
ENSG00000134243	Q99523
ENSG00000115904	Q07889
ENSG00000173559	Q96AH0
ENSG00000148153	Q9NRY2
ENSG00000167941	Q9BQB4
ENSG00000100146	P56693
ENSG00000143842	Q9UN79
ENSG00000168875	O95416
ENSG00000039600	O94993
ENSG00000134595	P41225
ENSG00000134532	P35711
ENSG00000171056	Q9BT81
ENSG00000067066	P23497
ENSG00000064199	Q15506
ENSG00000167182	Q02086
ENSG00000164576	Q9HAJ7
ENSG00000172845	Q02447
ENSG00000105866	Q02446
ENSG00000189120	Q3SY56
ENSG00000170374	Q8TDD2
ENSG00000170469	Q86W54
ENSG00000158792	Q8IUW3
ENSG00000061656	Q9NPE6
ENSG00000076382	Q96R06
ENSG00000091640	O75391
ENSG00000137098	Q99932
ENSG00000133104	Q8N0X7
ENSG00000249481	Q496A3
ENSG00000158480	Q9UM82
ENSG00000132122	Q9NWH7
ENSG00000197641	Q9UIV8
ENSG00000108592	Q8IY81
ENSG00000170542	P50453
ENSG00000160284	Q9H0A9
ENSG00000161888	Q8NBT2
ENSG00000152253	Q9HBM1
ENSG00000114902	Q9Y6A9
ENSG00000109618	Q9HD40
ENSG00000205238	Q495Y8
ENSG00000183318	A6NLX3
ENSG00000124664	O95238
ENSG00000163806	Q5MJ70
ENSG00000204710	Q5MJ68
ENSG00000173678	A6NHP3
ENSG00000151445	Q9H9C1
ENSG00000116649	P19623
ENSG00000101222	Q9Y4P9
ENSG00000072195	Q15772
ENSG00000116752	O75934
ENSG00000134453	Q96I25
ENSG00000144451	Q8N0X2
ENSG00000090487	Q9NZD8
ENSG00000197912	Q9UQ90
ENSG00000114204	O75830
ENSG00000163611	Q8N0Z3
ENSG00000166211	Q8N5J4
ENSG00000134278	Q08AE8
ENSG00000204991	Q8WWL2
ENSG00000166145	O43278
ENSG00000153820	Q2M3C7
ENSG00000105549	Q9P2T0
ENSG00000213672	Q9NZQ3
ENSG00000168005	Q9BUA3
ENSG00000182557	Q6ZMD2
ENSG00000203926	Q9NS26
ENSG00000198021	Q9NS26
ENSG00000227234	Q9NS25
ENSG00000196406	Q9BXN6
ENSG00000054796	Q9Y5K1
ENSG00000262655	Q9HCB6
ENSG00000159674	Q9BUD6
ENSG00000144228	Q6IQ16
ENSG00000138600	Q8TCT8
ENSG00000185294	Q8IUH8
ENSG00000169474	P35321
ENSG00000166068	Q7Z699
ENSG00000198369	Q7Z698
ENSG00000111412	Q9H741
ENSG00000176422	Q8WW59
ENSG00000123178	Q5W111
ENSG00000086475	P49903
ENSG00000171621	Q96BD6
ENSG00000111671	Q99619
ENSG00000162032	Q6PJ21
ENSG00000186451	Q7Z6I5
ENSG00000162814	Q96L03
ENSG00000141255	Q8NHS9
ENSG00000149634	Q9BR10
ENSG00000179119	Q68D10
ENSG00000184361	Q96LK8
ENSG00000167523	Q96N06
ENSG00000171722	Q5T0L3
ENSG00000196235	O00267
ENSG00000163554	P02549
ENSG00000173699	Q8NHX4
ENSG00000165389	Q969W0
ENSG00000268988	Q5MJ10
ENSG00000189252	Q5MJ09
ENSG00000134548	Q9BT56
ENSG00000164056	O43609
ENSG00000136158	O43597
ENSG00000168939	O43610
ENSG00000187678	Q9C004
ENSG00000164299	Q9BXG8
ENSG00000161011	Q13501
ENSG00000153006	Q8N9Q2
ENSG00000164096	Q8WVX3
ENSG00000183888	Q8NEQ6
ENSG00000146700	Q8WTU2
ENSG00000198911	Q12772
ENSG00000095637	Q9BX66
ENSG00000154556	O94875
ENSG00000085733	Q14247
ENSG00000185739	Q86TD4
ENSG00000130528	P23327
ENSG00000179954	A1L4H1
ENSG00000074660	Q14162
ENSG00000153914	Q8WXA9
ENSG00000196369	P0DMP2
ENSG00000129158	Q9UGK8
ENSG00000122862	P10124
ENSG00000196220	O43295
ENSG00000125508	Q9H3Y6
ENSG00000143742	P49458
ENSG00000140319	P37108
ENSG00000167881	Q9UHB9
ENSG00000174780	O76094
ENSG00000135250	P78362
ENSG00000133226	Q8IYB3
ENSG00000139767	A7MD48
ENSG00000167720	Q9GZT4
ENSG00000188529	O75494
ENSG00000116754	Q05519
ENSG00000136450	Q07955
ENSG00000112081	P84103
ENSG00000116350	Q08170
ENSG00000100650	Q13243
ENSG00000124193	Q13247
ENSG00000115875	Q16629
ENSG00000263465	Q9BRL6
ENSG00000111786	Q13242
ENSG00000197019	Q9UHV2
ENSG00000179833	Q14140
ENSG00000167565	Q9UJW9
ENSG00000180440	A2A2V5
ENSG00000157216	Q9BWW4
ENSG00000130511	Q9BWG4
ENSG00000106028	Q04837
ENSG00000172830	Q8TE77
ENSG00000165120	Q8WWF3
ENSG00000176101	O43805
ENSG00000114850	Q9UNL2
ENSG00000125046	Q9Y2M2
ENSG00000126752	Q16384
ENSG00000241476	Q16385
ENSG00000268447	Q16385
ENSG00000165584	Q99909
ENSG00000269791	O60224
ENSG00000268009	O60224
ENSG00000165583	O60225
ENSG00000187754	Q7RTT5
ENSG00000277758	X6R8R1
ENSG00000173597	O43704
ENSG00000196228	Q6IMI6
ENSG00000109193	P49888
ENSG00000105398	Q06520
ENSG00000088002	O00204
ENSG00000169302	Q8WU08
ENSG00000165752	Q86UX6
ENSG00000211455	Q9Y2H1
ENSG00000130540	Q9BR01
ENSG00000173757	P51692
ENSG00000124356	O95630
ENSG00000141750	Q6ZMT1
ENSG00000185482	Q96MF2
ENSG00000144681	Q99469
ENSG00000138134	Q96FJ0
ENSG00000136738	Q92783
ENSG00000115145	O75886
ENSG00000035720	Q9ULZ2
ENSG00000178078	Q9UGK3
ENSG00000131748	Q14849
ENSG00000164211	Q96DR4
ENSG00000147465	P49675
ENSG00000168610	P40763
ENSG00000126549	P02808
ENSG00000124214	O95793
ENSG00000145087	Q9Y2K9
ENSG00000159167	P52823
ENSG00000105889	Q6NZ63
ENSG00000018610	Q9H5V9
ENSG00000136931	Q13285
ENSG00000256762	Q8IWL8
ENSG00000167323	Q13586
ENSG00000184584	Q86WV6
ENSG00000115661	O75716
ENSG00000102572	Q9Y6E0
ENSG00000115694	O00506
ENSG00000134602	Q9P289
ENSG00000125834	Q8TDR2
ENSG00000112079	Q15208
ENSG00000104375	Q13188
ENSG00000196182	Q8N2I9
ENSG00000101109	Q13043
ENSG00000165283	Q9UJZ1
ENSG00000133115	Q8TAV4
ENSG00000104435	Q93045
ENSG00000197457	Q9NZ72
ENSG00000015592	Q9H169
ENSG00000243317	E0CX11
ENSG00000107960	Q9H668
ENSG00000148175	P27105
ENSG00000165730	Q6ZVD7
ENSG00000118245	P09430
ENSG00000178279	Q05952
ENSG00000149016	Q9H6E5
ENSG00000239605	Q8N801
ENSG00000010270	O95772
ENSG00000137868	Q9BX79
ENSG00000146857	Q7Z7C7
ENSG00000023734	Q9Y3F4
ENSG00000165209	Q96SI9
ENSG00000196792	Q13033
ENSG00000115808	O43815
ENSG00000163527	Q8TCJ2
ENSG00000104915	O60499
ENSG00000135604	O75558
ENSG00000117758	Q86Y82
ENSG00000124222	O14662
ENSG00000136874	P56962
ENSG00000178750	Q8N4C7
ENSG00000106089	Q16623
ENSG00000099365	P61266
ENSG00000111450	P32856
ENSG00000166900	Q13277
ENSG00000103496	Q12846
ENSG00000162236	Q13190
ENSG00000135823	O43752
ENSG00000079950	O15400
ENSG00000170310	Q9UNK0
ENSG00000136854	P61764
ENSG00000166263	Q6ZWJ1
ENSG00000136143	Q9P2R7
ENSG00000198829	Q9BXA5
ENSG00000107882	Q9UMX1
ENSG00000064607	Q8IX01
ENSG00000116030	P63165
ENSG00000188612	P61956
ENSG00000184900	P55854
ENSG00000167098	Q8TC36
ENSG00000139531	P51687
ENSG00000148296	O75683
ENSG00000099994	Q9UGT4
ENSG00000157303	Q96L08
ENSG00000143502	Q5VX71
ENSG00000100647	Q92537
ENSG00000156502	Q8IYB8
ENSG00000101945	O43463
ENSG00000152455	Q9H5I1
ENSG00000198168	Q8NHG7
ENSG00000157703	Q8N434
ENSG00000166111	Q8N4V2
ENSG00000186212	A6NEL2
ENSG00000173928	Q6NVH7
ENSG00000169241	Q9BRV3
ENSG00000124608	Q5JTZ9
ENSG00000169895	Q96A49
ENSG00000147642	Q9NX95
ENSG00000205078	A8MT33
ENSG00000153157	Q5T4T6
ENSG00000171772	Q8N0S2
ENSG00000161860	Q6PIF2
ENSG00000217442	A1L190
ENSG00000139351	Q8IZU3
ENSG00000244476	P60508
ENSG00000115866	P14868
ENSG00000117593	Q6PI48
ENSG00000076924	Q9HCS7
ENSG00000117614	O95926
ENSG00000179115	Q9Y285
ENSG00000116120	Q9NSD9
ENSG00000145982	O95363
ENSG00000197283	Q96PV0
ENSG00000213463	P57105
ENSG00000065427	Q15046
ENSG00000185666	O14994
ENSG00000054654	Q8WXH0
ENSG00000181392	Q8N205
ENSG00000101463	Q9H7V2
ENSG00000171992	Q8N3V7
ENSG00000163630	Q8TBG9
ENSG00000275066	Q9UMZ2
ENSG00000166317	Q9H987
ENSG00000102003	P08247
ENSG00000008282	Q16563
ENSG00000143028	Q5VXT5
ENSG00000172053	P47897
ENSG00000113643	P54136
ENSG00000204070	Q8N2H4
ENSG00000104835	Q9NP81
ENSG00000132718	Q9BT88
ENSG00000204176	Q9BQS2
ENSG00000139973	Q17RD7
ENSG00000103528	Q9BSW7
ENSG00000067715	P21579
ENSG00000143858	Q8N9I0
ENSG00000213023	Q9BQG1
ENSG00000132872	Q9H2B2
ENSG00000134207	Q5T7P8
ENSG00000170743	Q86SS6
ENSG00000185418	A2RTX5
ENSG00000113407	P26639
ENSG00000142765	Q8IYJ3
ENSG00000137501	Q9HCH5
ENSG00000164674	Q4VX76
ENSG00000102362	Q96C24
ENSG00000147041	Q8TDW5
ENSG00000143374	Q9BW92
ENSG00000074317	Q16143
ENSG00000204394	P26640
ENSG00000137411	Q5ST30
ENSG00000139131	Q9Y2Z4
ENSG00000055070	Q7Z422
ENSG00000198198	Q5T011
ENSG00000184988	Q96A25
ENSG00000106460	Q9NUM4
ENSG00000134291	Q9BVX2
ENSG00000132286	Q9Y5J6
ENSG00000175513	Q3SY00
ENSG00000176148	Q9NUJ3
ENSG00000166046	Q8N4U5
ENSG00000215029	Q5H9J9
ENSG00000188735	A0PK00
ENSG00000168890	Q86TG1
ENSG00000002933	Q96HP8
ENSG00000106565	Q3YBM2
ENSG00000185475	Q7Z7N9
ENSG00000163444	Q8IXX5
ENSG00000164484	Q86VY9
ENSG00000244219	P0DP42
ENSG00000198133	Q8NBD8
ENSG00000102804	Q15714
ENSG00000157514	Q99576
ENSG00000166925	Q9Y3Q8
ENSG00000151790	P48775
ENSG00000184497	Q8WV15
ENSG00000140307	P52657
ENSG00000153767	P29083
ENSG00000197265	P29084
ENSG00000188342	P13984
ENSG00000183474	Q6P1K8
ENSG00000121318	Q9NYW0
ENSG00000212124	P59542
ENSG00000221855	P59536
ENSG00000009790	Q9Y228
ENSG00000163762	Q96CE8
ENSG00000145107	Q96DZ7
ENSG00000168955	Q53R12
ENSG00000169903	P48230
ENSG00000142484	O14894
ENSG00000164938	Q96A56
ENSG00000127366	Q9NYW4
ENSG00000121314	Q9NYW2
ENSG00000006638	P21731
ENSG00000237110	Q96RI9
ENSG00000100324	Q15750
ENSG00000055208	Q9NYJ8
ENSG00000157625	Q8N5C8
ENSG00000189077	Q9BXJ8
ENSG00000147526	O75410
ENSG00000138162	O95359
ENSG00000013810	Q9Y6A5
ENSG00000184292	P09758
ENSG00000136463	Q9BSH4
ENSG00000173011	Q86TJ2
ENSG00000171148	O75528
ENSG00000064995	Q15544
ENSG00000120656	Q16514
ENSG00000197780	Q15543
ENSG00000115750	Q53T94
ENSG00000166012	Q9H5J8
ENSG00000064313	Q6P1X5
ENSG00000162227	Q9Y6J9
ENSG00000106290	P49848
ENSG00000102387	Q5H9L4
ENSG00000187325	Q9HBM6
ENSG00000273841	Q16594
ENSG00000164691	Q8N103
ENSG00000149591	Q01995
ENSG00000149930	Q9UL54
ENSG00000168394	Q03518
ENSG00000133773	Q9P031
ENSG00000184811	Q8IXB3
ENSG00000108021	Q5VWN6
ENSG00000106052	Q86VP1
ENSG00000099992	Q9BXI6
ENSG00000169221	Q4KMP7
ENSG00000175463	Q8IV04
ENSG00000065491	Q9NU19
ENSG00000152086	Q6PEY2
ENSG00000127824	P68366
ENSG00000183785	Q9NY65
ENSG00000166220	Q96M53
ENSG00000107021	Q9NVG8
ENSG00000132405	Q9P2M4
ENSG00000121749	Q8TC07
ENSG00000109680	Q8N5T2
ENSG00000125875	Q96BZ9
ENSG00000167139	Q8IYX1
ENSG00000036054	Q9NUY8
ENSG00000068354	Q3MII6
ENSG00000111490	Q9Y2I9
ENSG00000274611	Q8IZP1
ENSG00000274808	A6NDS4
ENSG00000278299	Q6IPX1
ENSG00000260287	Q6DHY5
ENSG00000273513	A0A087X1G2
ENSG00000197226	Q66K14
ENSG00000113838	Q9NVR7
ENSG00000065882	Q86TI0
ENSG00000131374	Q92609
ENSG00000145979	Q9P0N9
ENSG00000204634	O95759
ENSG00000154114	Q5QJ74
ENSG00000095383	Q9BYX2
ENSG00000101849	O60907
ENSG00000028839	P62380
ENSG00000112592	P20226
ENSG00000154144	Q3YBR2
ENSG00000092607	Q96SF7
ENSG00000112837	O95935
ENSG00000143178	O60806
ENSG00000122145	Q9Y458
ENSG00000121068	Q13207
ENSG00000135111	O15119
ENSG00000089225	Q99593
ENSG00000149922	O95947
ENSG00000141499	Q9BUR4
ENSG00000198420	Q9Y4C2
ENSG00000172465	Q15170
ENSG00000180964	Q8IYN2
ENSG00000243414	Q86XR7
ENSG00000187735	P23193
ENSG00000171703	Q15560
ENSG00000204219	O75764
ENSG00000137310	Q9Y242
ENSG00000118526	O43680
ENSG00000163792	Q7RTU1
ENSG00000261787	Q7RTU0
ENSG00000141002	Q9BQ70
ENSG00000139437	Q9BT92
ENSG00000100721	P56279
ENSG00000213231	O95988
ENSG00000124678	Q8WWU5
ENSG00000242220	Q8TDR4
ENSG00000113387	P53999
ENSG00000166226	P78371
ENSG00000115484	P50991
ENSG00000150753	P48643
ENSG00000163468	P49368
ENSG00000135624	Q99832
ENSG00000205356	Q7Z6L1
ENSG00000146731	P40227
ENSG00000145022	P57738
ENSG00000101457	Q9H147
ENSG00000067334	Q5QJE6
ENSG00000182134	Q9Y2W6
ENSG00000107447	P04053
ENSG00000187079	P28347
ENSG00000074219	Q15562
ENSG00000007866	Q99594
ENSG00000197905	Q15561
ENSG00000116205	Q96MN5
ENSG00000176896	Q8N8B7
ENSG00000099797	Q9NZ01
ENSG00000162062	Q7L2K0
ENSG00000144339	Q9UIK5
ENSG00000160994	Q8IYK2
ENSG00000167858	Q969V4
ENSG00000125409	Q9BXF9
ENSG00000163060	Q8WW24
ENSG00000153060	Q96M29
ENSG00000173991	O15273
ENSG00000257949	Q86WV5
ENSG00000149256	Q6N022
ENSG00000111077	Q63HR2
ENSG00000131746	Q8IZW8
ENSG00000168477	P22105
ENSG00000129566	Q99973
ENSG00000165280	P55072
ENSG00000167014	Q8NHR7
ENSG00000147601	P54274
ENSG00000112773	Q96IP4
ENSG00000158246	Q96A09
ENSG00000174016	Q8NEK8
ENSG00000136891	Q9NXF1
ENSG00000120498	Q8IYF3
ENSG00000150783	Q9BXU0
ENSG00000121101	Q8IWB6
ENSG00000182459	Q8NA77
ENSG00000278057	O15482
ENSG00000153495	Q8N6K0
ENSG00000240021	Q5T0J7
ENSG00000177673	Q53QW1
ENSG00000164645	Q8TBZ9
ENSG00000230601	A0A1B0GUV7
ENSG00000151575	Q8N6V9
ENSG00000165417	P52655
ENSG00000137947	Q00403
ENSG00000110768	P32780
ENSG00000213780	Q92759
ENSG00000272047	Q6ZYL4
ENSG00000176679	Q8IUE0
ENSG00000115207	Q8WUA4
ENSG00000148308	Q9Y5Q8
ENSG00000155115	Q969F1
ENSG00000173039	Q04206
ENSG00000148737	Q9NQB0
ENSG00000108064	Q00059
ENSG00000090447	Q01664
ENSG00000135457	Q12800
ENSG00000198176	Q14186
ENSG00000114126	Q14188
ENSG00000071564	P15923
ENSG00000068323	P19532
ENSG00000105967	O14948
ENSG00000160182	P04155
ENSG00000160180	Q07654
ENSG00000114354	Q92734
ENSG00000145779	O95379
ENSG00000100109	Q9UBB9
ENSG00000105619	P0C1Z6
ENSG00000072274	P02786
ENSG00000106327	Q9UP52
ENSG00000117525	P13726
ENSG00000163235	P01135
ENSG00000105329	P01137
ENSG00000092295	P22735
ENSG00000104055	O43548
ENSG00000159495	Q96PF1
ENSG00000154305	Q5JRA6
ENSG00000137574	Q96RS0
ENSG00000129028	Q9P2Z0
ENSG00000168286	Q96EK4
ENSG00000115970	Q6YHU6
ENSG00000131931	Q9NVV9
ENSG00000041988	Q8WTV1
ENSG00000176946	Q8WY91
ENSG00000174796	Q8TBB0
ENSG00000184436	Q9BT49
ENSG00000161277	Q8NA92
ENSG00000126351	P10827
ENSG00000196407	Q8N1Q8
ENSG00000113272	Q9NWX6
ENSG00000120437	Q9BWD1
ENSG00000060971	P09110
ENSG00000100348	Q99757
ENSG00000136810	P10599
ENSG00000079134	Q96FV9
ENSG00000163634	Q6I9Y2
ENSG00000172009	P52888
ENSG00000151365	Q92748
ENSG00000005108	Q9UPZ6
ENSG00000144229	Q9C0I4
ENSG00000128309	P25325
ENSG00000259431	Q9BU02
ENSG00000134077	Q9BV44
ENSG00000126768	O60830
ENSG00000151923	Q01085
ENSG00000152377	Q08629
ENSG00000113845	Q9NPL8
ENSG00000066056	P35590
ENSG00000145365	Q96CG3
ENSG00000173825	Q6B0B8
ENSG00000169989	Q8IY51
ENSG00000181847	Q495A1
ENSG00000134809	P62072
ENSG00000099800	Q9Y5L4
ENSG00000217930	Q9Y3D7
ENSG00000075336	Q9BVV7
ENSG00000177370	Q9Y584
ENSG00000265354	O14925
ENSG00000104980	O43615
ENSG00000126953	O60220
ENSG00000035862	P16035
ENSG00000142910	Q9GZM7
ENSG00000092330	Q9BSI4
ENSG00000075131	Q9BVW5
ENSG00000168101	Q9BRJ7
ENSG00000137221	Q5JTD0
ENSG00000166863	Q9UHF0
ENSG00000160606	Q96CP7
ENSG00000152078	Q96MV1
ENSG00000140332	Q04726
ENSG00000106829	Q04727
ENSG00000104964	Q08117
ENSG00000198586	Q9UKI8
ENSG00000146872	Q86UE8
ENSG00000140406	Q9H1K6
ENSG00000115297	O43763
ENSG00000164438	O43711
ENSG00000166292	Q9NV29
ENSG00000091947	Q96IK0
ENSG00000181284	Q8N9M5
ENSG00000179029	Q6UX40
ENSG00000144868	Q6UXF1
ENSG00000110108	Q9BVC6
ENSG00000145331	Q8TBZ6
ENSG00000165275	Q6PF06
ENSG00000232258	B3SHH9
ENSG00000126062	Q12893
ENSG00000183160	Q4V9L6
ENSG00000153802	O60235
ENSG00000087128	Q9UL52
ENSG00000184986	Q9BTD3
ENSG00000132406	Q5BJH2
ENSG00000166448	Q8N3G9
ENSG00000075568	Q92545
ENSG00000178826	Q8IV31
ENSG00000146859	Q9NV12
ENSG00000244187	Q96I45
ENSG00000161558	Q96AN5
ENSG00000164124	Q7Z5S9
ENSG00000105677	Q9BVK8
ENSG00000096092	Q9Y6G1
ENSG00000137210	Q9NUH8
ENSG00000111843	Q9P0S9
ENSG00000170006	Q6P9G4
ENSG00000130748	Q9NX00
ENSG00000164325	Q8WUU8
ENSG00000170417	Q6ZP80
ENSG00000177854	Q14656
ENSG00000160472	Q8WZ59
ENSG00000173452	Q5HYL7
ENSG00000141198	O75674
ENSG00000175662	Q6ZVM7
ENSG00000188807	Q5SNT2
ENSG00000187713	Q969S6
ENSG00000105518	Q6UW68
ENSG00000198398	Q6UWW9
ENSG00000168701	Q9BTX3
ENSG00000214128	A2RRL7
ENSG00000150433	A2RU14
ENSG00000187824	Q6QAJ8
ENSG00000186501	Q9H0R3
ENSG00000089063	Q96A57
ENSG00000160055	Q8WY98
ENSG00000148483	Q5W0B7
ENSG00000155755	Q96Q45
ENSG00000198326	Q8WW34
ENSG00000134490	Q24JQ0
ENSG00000215712	Q9NWH2
ENSG00000135185	Q9BU79
ENSG00000106609	Q9NWD8
ENSG00000181778	Q8N6L7
ENSG00000133678	Q8TBM7
ENSG00000134825	P61165
ENSG00000187066	E9PQX1
ENSG00000151881	Q0VDI3
ENSG00000169490	Q9BX73
ENSG00000095209	Q9NVV0
ENSG00000121775	Q9GZU3
ENSG00000163900	Q96HV5
ENSG00000181458	Q9NWC5
ENSG00000151715	Q96B21
ENSG00000183726	O95807
ENSG00000142188	P56557
ENSG00000165685	Q4KMG9
ENSG00000136404	Q9BZW5
ENSG00000213996	Q9BZW4
ENSG00000151117	Q8N2M4
ENSG00000180089	Q8N661
ENSG00000198498	Q96EY4
ENSG00000166069	Q8N6Q1
ENSG00000141524	Q7Z403
ENSG00000057704	Q9ULS5
ENSG00000188800	Q7Z6W1
ENSG00000162542	Q5TGY1
ENSG00000113119	Q96DC7
ENSG00000117500	Q9Y3A6
ENSG00000100580	Q6PL24
ENSG00000184840	Q9BVK6
ENSG00000116857	Q9P0T7
ENSG00000144747	P82094
ENSG00000130962	O14668
ENSG00000126460	O14669
ENSG00000181585	Q8NEW7
ENSG00000178307	P17152
ENSG00000186889	Q86X19
ENSG00000151353	Q96B42
ENSG00000139291	Q96HH6
ENSG00000179363	Q5JXX7
ENSG00000109133	P57088
ENSG00000169964	Q69YG0
ENSG00000170876	Q9BTV4
